Ticket_ID,Ticket_Date,Department,Issue_Type,Channel,Location,Priority,Status,Agent,Resolution_Hours,SLA_Hours,SLA_Breach,CSAT,Root_Cause,Business_Impact,Users_Affected,AI_Priority_Score,AI_Predicted_Priority,AI_Confidence
1160,2025-10-09 00:00:00,Engineering,Wi-Fi Issue,Phone,Pune,High,Resolved,Agent_09,7.6,8,0,4,User Error,High,25,87.3,Critical,0.99
1161,2026-06-11 00:00:00,HR,Password Reset,Email,Gurugram,Medium,Resolved,Agent_03,4.1,24,0,5,Network Congestion,High,9,54.5,Medium,0.68
1162,2025-10-18 00:00:00,Finance,Password Reset,Email,Mumbai,Critical,Resolved,Agent_01,1,4,0,5,Access Control,High,112,100,Critical,0.99
1163,2025-12-29 00:00:00,Sales,Cloud Access,Phone,Bhopal,High,In Progress,Agent_03,5.9,8,0,4,Security Policy,Medium,36,73.7,High,0.94
1164,2026-05-09 00:00:00,Finance,Cloud Access,Phone,Bhopal,Medium,Resolved,Agent_04,5.4,24,0,4,Network Congestion,Medium,10,48.6,Medium,0.63
1165,2025-07-01 00:00:00,Finance,Password Reset,Email,Gurugram,Medium,In Progress,Agent_12,1,24,0,5,Security Policy,Low,36,45.1,Medium,0.65
1166,2026-05-15 00:00:00,HR,Endpoint Performance,Teams,Indore,Medium,Resolved,Agent_11,21.7,24,0,4,Security Policy,High,4,55.1,High,0.83
1167,2025-08-24 00:00:00,Engineering,Password Reset,Portal,Mumbai,High,Resolved,Agent_02,9.3,8,1,3,Unknown,Low,28,66.1,High,0.73
1168,2025-11-26 00:00:00,Engineering,Password Reset,Portal,Delhi,High,Resolved,Agent_12,2.6,8,0,4,Hardware,High,27,74.8,High,0.95
1169,2026-05-05 00:00:00,IT Support,Endpoint Performance,Phone,Indore,High,Closed,Agent_04,2.3,8,0,5,User Error,High,28,81.7,Critical,0.9
1170,2025-11-14 00:00:00,Network Operations,Password Reset,Teams,Indore,Medium,Escalated,Agent_02,4.6,24,0,5,Hardware,Medium,9,49.1,Medium,0.7
1171,2026-01-18 00:00:00,Network Operations,Network Connectivity,Teams,Bengaluru,Low,Resolved,Agent_15,8.3,48,0,5,Configuration,High,13,33.6,Low,0.76
1172,2026-05-09 00:00:00,HR,Password Reset,Email,Pune,Low,Escalated,Agent_01,6.8,48,0,4,Configuration,High,5,36.7,Medium,0.8
1173,2025-10-25 00:00:00,Sales,VPN Access,Email,Indore,Medium,In Progress,Agent_14,18,24,0,4,Hardware,Medium,6,43.9,Medium,0.82
1174,2025-12-01 00:00:00,Sales,Endpoint Performance,Teams,Indore,Medium,In Progress,Agent_05,18,24,0,3,User Error,High,7,56.4,High,0.76
1175,2026-04-17 00:00:00,IT Support,Network Connectivity,Email,Gurugram,Medium,In Progress,Agent_03,5.5,24,0,5,Configuration,Medium,47,54.6,Medium,0.77
1176,2025-09-01 00:00:00,IT Support,Email Issue,Portal,Bengaluru,Medium,Resolved,Agent_05,4.2,24,0,5,Software Bug,High,1,60.5,High,0.8
1177,2026-03-01 00:00:00,Network Operations,Application Error,Teams,Indore,Critical,Resolved,Agent_06,6.1,4,1,2,User Error,Low,59,93.3,Critical,0.99
1178,2025-07-25 00:00:00,Sales,Cloud Access,Email,Pune,High,Resolved,Agent_03,3.4,8,0,4,Hardware,Low,37,65.3,High,0.87
1179,2025-09-28 00:00:00,Sales,Application Error,Portal,Mumbai,Medium,Escalated,Agent_05,12.1,24,0,4,Network Congestion,High,16,66.5,High,0.81
1180,2025-09-13 00:00:00,Network Operations,Security Alert,Phone,Bengaluru,High,Resolved,Agent_02,2.1,8,0,4,Configuration,High,52,100,Critical,0.99
1181,2026-04-20 00:00:00,Cybersecurity,Password Reset,Phone,Indore,Medium,Escalated,Agent_14,5.7,24,0,4,User Error,Medium,6,54.9,Medium,0.77
1182,2026-01-26 00:00:00,Operations,VPN Access,Phone,Indore,Low,Resolved,Agent_13,8.9,48,0,4,Security Policy,Low,8,18.2,Low,0.99
1183,2026-06-12 00:00:00,Sales,Security Alert,Teams,Bengaluru,High,Closed,Agent_11,5.6,8,0,4,Access Control,High,36,100,Critical,0.99
1184,2025-07-17 00:00:00,HR,Password Reset,Teams,Bengaluru,Medium,In Progress,Agent_08,6.5,24,0,5,Software Bug,High,2,55,High,0.73
1185,2025-11-05 00:00:00,Network Operations,Application Error,Teams,Gurugram,Medium,Escalated,Agent_04,1.5,24,0,5,User Error,High,3,61.8,High,0.75
1186,2026-06-29 00:00:00,Sales,Email Issue,Email,Indore,Critical,Resolved,Agent_08,1,4,0,4,Hardware,Medium,105,100,Critical,0.99
1187,2026-03-08 00:00:00,IT Support,VPN Access,Phone,Pune,High,Resolved,Agent_03,4.1,8,0,4,Security Policy,Medium,36,64,High,0.73
1188,2025-12-26 00:00:00,HR,Email Issue,Portal,Bhopal,High,Resolved,Agent_03,7,8,0,5,Security Policy,High,33,87.9,Critical,0.99
1189,2025-12-29 00:00:00,Operations,Network Connectivity,Phone,Bhopal,High,Escalated,Agent_08,10.3,8,1,4,Hardware,High,21,89.1,Critical,0.99
1190,2025-11-29 00:00:00,Cybersecurity,Network Connectivity,Phone,Indore,Low,Resolved,Agent_10,8,48,0,5,Security Policy,Low,7,15.3,Low,0.99
1191,2025-07-25 00:00:00,Cybersecurity,Password Reset,Teams,Mumbai,Low,In Progress,Agent_05,1,48,0,3,Unknown,High,20,36.9,Medium,0.81
1192,2025-12-27 00:00:00,Sales,Application Error,Teams,Delhi,Medium,Resolved,Agent_02,10.5,24,0,5,Hardware,Medium,8,40.4,Medium,0.82
1193,2026-01-14 00:00:00,IT Support,Network Connectivity,Portal,Gurugram,Medium,Closed,Agent_11,4.7,24,0,5,Unknown,Medium,11,51.8,Medium,0.67
1194,2026-06-09 00:00:00,Finance,Wi-Fi Issue,Phone,Mumbai,Medium,Resolved,Agent_02,11,24,0,4,Security Policy,Medium,5,45.7,Medium,0.62
1195,2025-12-08 00:00:00,HR,Password Reset,Teams,Gurugram,Low,Closed,Agent_14,10.2,48,0,5,User Error,Low,14,22,Low,0.95
1196,2025-12-24 00:00:00,Engineering,Hardware Failure,Phone,Mumbai,Medium,Closed,Agent_01,9.4,24,0,4,Access Control,Low,5,28.1,Low,0.9
1197,2026-04-11 00:00:00,HR,Application Error,Phone,Bhopal,Low,Resolved,Agent_13,7.4,48,0,5,Access Control,High,33,41.5,Medium,0.73
1198,2025-09-01 00:00:00,HR,Network Connectivity,Phone,Indore,High,Resolved,Agent_01,5.4,8,0,4,Network Congestion,Low,30,60.2,High,0.74
1199,2025-11-27 00:00:00,HR,Email Issue,Email,Indore,Medium,In Progress,Agent_01,9.6,24,0,4,Unknown,High,2,58.3,High,0.71
1200,2025-12-01 00:00:00,IT Support,Network Connectivity,Phone,Bhopal,Critical,Resolved,Agent_07,1,4,0,5,Software Bug,Medium,79,100,Critical,0.99
1201,2025-12-03 00:00:00,Operations,Security Alert,Phone,Indore,High,Resolved,Agent_15,8.5,8,1,3,User Error,Medium,30,89.3,Critical,0.99
1202,2025-08-18 00:00:00,Cybersecurity,Wi-Fi Issue,Email,Gurugram,High,Closed,Agent_05,1.6,8,0,5,Hardware,High,14,75.4,Critical,0.99
1203,2026-06-02 00:00:00,Engineering,Password Reset,Email,Mumbai,Low,Escalated,Agent_15,3.1,48,0,3,Software Bug,Low,12,20.1,Low,0.99
1204,2025-09-22 00:00:00,Cybersecurity,Password Reset,Phone,Bengaluru,High,Resolved,Agent_10,9.1,8,1,3,Security Policy,Medium,30,75.2,Critical,0.97
1205,2026-06-26 00:00:00,Operations,Network Connectivity,Portal,Indore,Critical,In Progress,Agent_10,1.3,4,0,4,Unknown,Low,43,89.1,Critical,0.95
1206,2025-12-24 00:00:00,IT Support,VPN Access,Portal,Delhi,Critical,In Progress,Agent_02,4,4,0,5,Unknown,Low,86,82.5,Critical,0.93
1207,2025-11-25 00:00:00,Cybersecurity,Security Alert,Phone,Indore,Low,In Progress,Agent_06,10.3,48,0,4,User Error,Medium,34,47.7,Medium,0.7
1208,2025-10-26 00:00:00,Cybersecurity,VPN Access,Teams,Pune,Critical,Resolved,Agent_02,2.3,4,0,3,Unknown,Medium,43,92,Critical,0.99
1209,2026-06-07 00:00:00,Sales,Network Connectivity,Phone,Bengaluru,Medium,In Progress,Agent_03,7.3,24,0,5,Unknown,High,5,50.7,Medium,0.64
1210,2025-09-01 00:00:00,Sales,Security Alert,Phone,Bhopal,High,In Progress,Agent_15,8.9,8,1,4,Configuration,Medium,23,87.3,Critical,0.99
1211,2026-01-05 00:00:00,IT Support,Cloud Access,Portal,Mumbai,High,Resolved,Agent_05,5.8,8,0,4,Security Policy,Low,16,65.8,High,0.86
1212,2026-06-25 00:00:00,Operations,Password Reset,Email,Indore,Medium,Closed,Agent_02,5.4,24,0,5,Access Control,High,3,67.5,High,0.73
1213,2025-08-18 00:00:00,Engineering,Hardware Failure,Teams,Bhopal,Low,Escalated,Agent_15,24.6,48,0,5,Security Policy,Low,13,22.3,Low,0.96
1214,2026-05-23 00:00:00,HR,Application Error,Teams,Pune,Low,Resolved,Agent_08,3.2,48,0,5,Software Bug,High,5,34.4,Low,0.83
1215,2026-03-14 00:00:00,Network Operations,Hardware Failure,Phone,Bengaluru,Low,Resolved,Agent_03,8.4,48,0,4,Software Bug,Medium,4,30.9,Low,0.86
1216,2026-02-09 00:00:00,IT Support,Security Alert,Teams,Bhopal,Critical,Resolved,Agent_04,3,4,0,4,Configuration,Medium,97,100,Critical,0.99
1217,2025-11-18 00:00:00,IT Support,Email Issue,Teams,Pune,Medium,Resolved,Agent_03,6.3,24,0,4,User Error,Low,7,39.2,Medium,0.85
1218,2026-01-31 00:00:00,Operations,Endpoint Performance,Email,Pune,High,Closed,Agent_04,1.5,8,0,4,Network Congestion,Medium,33,69.6,High,0.85
1219,2026-01-27 00:00:00,IT Support,Password Reset,Email,Bengaluru,Medium,Resolved,Agent_04,12.1,24,0,4,Access Control,Low,4,38.4,Medium,0.86
1220,2026-05-14 00:00:00,Engineering,Application Error,Teams,Gurugram,Medium,Resolved,Agent_07,9.6,24,0,4,Access Control,High,7,55.6,High,0.71
1221,2025-08-01 00:00:00,Operations,Cloud Access,Email,Gurugram,High,In Progress,Agent_12,1.6,8,0,3,Hardware,Low,19,68.8,High,0.79
1222,2025-12-05 00:00:00,Sales,Security Alert,Email,Indore,Critical,Resolved,Agent_02,1.7,4,0,5,Security Policy,Medium,65,100,Critical,0.99
1223,2026-04-11 00:00:00,IT Support,Endpoint Performance,Teams,Delhi,High,Escalated,Agent_10,2.1,8,0,4,User Error,Medium,26,63.3,High,0.75
1224,2026-05-01 00:00:00,HR,Network Connectivity,Portal,Bengaluru,High,Resolved,Agent_04,1.6,8,0,4,Access Control,High,24,93.2,Critical,0.99
1225,2026-04-12 00:00:00,HR,Email Issue,Email,Pune,High,Resolved,Agent_09,2.9,8,0,5,User Error,Medium,16,75.4,Critical,0.98
1226,2025-11-21 00:00:00,Engineering,Hardware Failure,Teams,Bengaluru,Medium,In Progress,Agent_09,27.7,24,1,2,Access Control,Medium,9,47.8,Medium,0.71
1227,2025-07-19 00:00:00,Cybersecurity,VPN Access,Teams,Bengaluru,Medium,In Progress,Agent_03,2.2,24,0,5,Security Policy,High,23,61.8,High,0.76
1228,2025-07-18 00:00:00,Finance,Application Error,Teams,Mumbai,Medium,In Progress,Agent_02,1.8,24,0,4,User Error,Low,4,39.7,Medium,0.87
1229,2026-03-14 00:00:00,IT Support,VPN Access,Teams,Bhopal,High,In Progress,Agent_11,3.4,8,0,4,Unknown,High,18,74.6,High,0.85
1230,2025-09-16 00:00:00,IT Support,Wi-Fi Issue,Phone,Delhi,Medium,Resolved,Agent_09,3.9,24,0,4,Security Policy,Medium,8,55,High,0.7
1231,2025-12-22 00:00:00,HR,VPN Access,Teams,Bhopal,Medium,Closed,Agent_15,1.9,24,0,5,Security Policy,Medium,5,44.9,Medium,0.63
1232,2026-01-10 00:00:00,Sales,Network Connectivity,Portal,Gurugram,Medium,Escalated,Agent_05,2.6,24,0,4,Security Policy,Medium,12,51.6,Medium,0.69
1233,2025-10-21 00:00:00,IT Support,Email Issue,Teams,Bhopal,Low,Resolved,Agent_14,1,48,0,4,Access Control,Medium,29,36.7,Medium,0.78
1234,2025-10-22 00:00:00,Cybersecurity,Security Alert,Teams,Indore,High,Closed,Agent_11,3,8,0,4,Security Policy,Low,25,73.8,High,0.89
1235,2026-02-07 00:00:00,Operations,Network Connectivity,Portal,Mumbai,Medium,Escalated,Agent_07,14.3,24,0,2,Access Control,Low,3,29.6,Low,0.79
1236,2025-12-13 00:00:00,Cybersecurity,Wi-Fi Issue,Teams,Indore,Low,Resolved,Agent_02,1.6,48,0,4,Security Policy,High,4,36.3,Medium,0.72
1237,2026-05-15 00:00:00,Cybersecurity,Endpoint Performance,Phone,Indore,Low,Resolved,Agent_01,6.4,48,0,5,Hardware,Medium,10,28.8,Low,0.82
1238,2025-11-09 00:00:00,Network Operations,Network Connectivity,Teams,Bhopal,High,Resolved,Agent_11,1.4,8,0,5,Access Control,Medium,28,73.6,High,0.87
1239,2026-03-21 00:00:00,HR,Password Reset,Portal,Pune,Low,Resolved,Agent_13,18,48,0,5,Security Policy,High,22,39.8,Medium,0.84
1240,2025-08-24 00:00:00,IT Support,Endpoint Performance,Phone,Bhopal,High,Escalated,Agent_10,9.3,8,1,3,User Error,Low,28,63.4,High,0.73
1241,2026-06-24 00:00:00,Engineering,VPN Access,Email,Bhopal,Medium,Resolved,Agent_02,13.5,24,0,5,User Error,Low,7,42.5,Medium,0.77
1242,2025-11-08 00:00:00,Sales,Hardware Failure,Portal,Bengaluru,Low,Resolved,Agent_02,29.5,48,0,4,Unknown,Medium,2,21.9,Low,0.99
1243,2026-04-14 00:00:00,HR,VPN Access,Teams,Bengaluru,Critical,Escalated,Agent_03,1,4,0,5,Network Congestion,Medium,48,92.6,Critical,0.99
1244,2026-03-23 00:00:00,Cybersecurity,Network Connectivity,Email,Bhopal,Critical,Resolved,Agent_10,2,4,0,4,Configuration,Medium,107,91.1,Critical,0.99
1245,2025-12-09 00:00:00,Finance,Password Reset,Email,Indore,Medium,In Progress,Agent_09,3,24,0,4,Hardware,Low,6,39.7,Medium,0.78
1246,2025-09-25 00:00:00,Sales,Email Issue,Email,Indore,Low,Resolved,Agent_02,9.9,48,0,5,Hardware,Low,5,16.3,Low,0.99
1247,2025-08-24 00:00:00,Finance,Endpoint Performance,Teams,Indore,Critical,Resolved,Agent_11,1,4,0,4,Network Congestion,High,96,100,Critical,0.99
1248,2026-04-14 00:00:00,Engineering,Hardware Failure,Teams,Gurugram,High,Resolved,Agent_04,7,8,0,5,Network Congestion,Medium,19,67.7,High,0.83
1249,2025-12-25 00:00:00,Network Operations,Application Error,Phone,Indore,High,Escalated,Agent_15,2.7,8,0,5,Unknown,Medium,25,67,High,0.85
1250,2026-06-14 00:00:00,Finance,Application Error,Phone,Gurugram,Low,Closed,Agent_04,9.1,48,0,4,Access Control,Medium,15,31.4,Low,0.74
1251,2025-07-08 00:00:00,Network Operations,Security Alert,Teams,Indore,Critical,In Progress,Agent_07,4.9,4,1,3,Network Congestion,Medium,120,100,Critical,0.99
1252,2026-05-17 00:00:00,Sales,Cloud Access,Teams,Bhopal,Low,Resolved,Agent_13,14.6,48,0,5,Hardware,Medium,5,27.6,Low,0.82
1253,2026-05-09 00:00:00,HR,Security Alert,Email,Indore,High,Resolved,Agent_06,13.2,8,1,4,User Error,Low,37,87.3,Critical,0.92
1254,2026-03-04 00:00:00,Sales,Network Connectivity,Email,Mumbai,Medium,Closed,Agent_13,16.2,24,0,4,Access Control,High,23,58.9,High,0.71
1255,2026-05-19 00:00:00,Network Operations,Email Issue,Teams,Pune,Medium,In Progress,Agent_02,12.7,24,0,5,Network Congestion,Low,3,33.6,Low,0.75
1256,2026-03-12 00:00:00,Network Operations,Cloud Access,Teams,Mumbai,High,Resolved,Agent_04,2.3,8,0,5,Configuration,Medium,32,71,High,0.99
1257,2026-05-24 00:00:00,Engineering,Hardware Failure,Email,Pune,Medium,Resolved,Agent_03,3.3,24,0,5,Access Control,Medium,5,38.8,Medium,0.75
1258,2025-08-23 00:00:00,Operations,Cloud Access,Portal,Gurugram,Low,Resolved,Agent_13,22.4,48,0,5,Configuration,High,12,36,Medium,0.76
1259,2026-03-06 00:00:00,Finance,Hardware Failure,Portal,Delhi,Critical,Resolved,Agent_01,2.8,4,0,3,Access Control,High,91,98.9,Critical,0.99
1260,2026-02-24 00:00:00,Network Operations,Network Connectivity,Teams,Bhopal,High,Closed,Agent_05,8.6,8,1,3,Access Control,High,23,83.1,Critical,0.97
1261,2026-02-14 00:00:00,Operations,Security Alert,Email,Gurugram,High,Closed,Agent_07,3.5,8,0,4,Network Congestion,High,16,98.6,Critical,0.99
1262,2025-09-05 00:00:00,Engineering,Hardware Failure,Email,Delhi,Medium,In Progress,Agent_01,3.4,24,0,5,Software Bug,Low,6,36.7,Medium,0.71
1263,2025-08-20 00:00:00,IT Support,Network Connectivity,Portal,Bhopal,Critical,Escalated,Agent_04,3.4,4,0,4,Hardware,High,98,100,Critical,0.99
1264,2025-10-05 00:00:00,HR,VPN Access,Phone,Delhi,Critical,Resolved,Agent_05,8.2,4,1,2,Configuration,High,35,100,Critical,0.99
1265,2025-09-30 00:00:00,IT Support,VPN Access,Phone,Bhopal,Medium,Escalated,Agent_13,2.3,24,0,4,Security Policy,High,22,61.6,High,0.82
1266,2026-03-21 00:00:00,Cybersecurity,Endpoint Performance,Portal,Gurugram,Medium,Resolved,Agent_14,3,24,0,4,Hardware,Medium,4,46.6,Medium,0.71
1267,2026-04-17 00:00:00,Operations,Cloud Access,Teams,Mumbai,Low,In Progress,Agent_10,31.2,48,0,5,Unknown,Low,8,17.7,Low,0.93
1268,2025-10-04 00:00:00,Finance,Hardware Failure,Phone,Delhi,High,Resolved,Agent_13,9.6,8,1,3,Network Congestion,Low,16,57.4,High,0.79
1269,2025-09-26 00:00:00,Sales,VPN Access,Portal,Mumbai,High,Resolved,Agent_02,7.6,8,0,3,Unknown,High,14,72.2,High,0.93
1270,2025-09-16 00:00:00,HR,Network Connectivity,Email,Mumbai,Medium,Closed,Agent_08,4.5,24,0,4,User Error,Low,13,42.3,Medium,0.65
1271,2026-04-14 00:00:00,HR,Security Alert,Phone,Delhi,Critical,Escalated,Agent_14,4.2,4,1,2,User Error,Medium,43,100,Critical,0.99
1272,2025-10-28 00:00:00,HR,Password Reset,Phone,Bengaluru,Critical,In Progress,Agent_13,1,4,0,4,Security Policy,High,51,100,Critical,0.99
1273,2026-04-28 00:00:00,Network Operations,Email Issue,Phone,Bengaluru,Low,Resolved,Agent_11,6.2,48,0,5,User Error,High,4,40.9,Medium,0.79
1274,2025-12-12 00:00:00,Engineering,Password Reset,Email,Mumbai,Low,Resolved,Agent_03,7.2,48,0,3,Network Congestion,Medium,8,18.7,Low,0.92
1275,2025-12-29 00:00:00,Engineering,Network Connectivity,Teams,Pune,Medium,In Progress,Agent_06,12,24,0,4,Security Policy,Low,5,41.3,Medium,0.8
1276,2026-02-08 00:00:00,Cybersecurity,Email Issue,Teams,Gurugram,Medium,Resolved,Agent_08,9.2,24,0,5,Network Congestion,Low,9,31.4,Low,0.82
1277,2026-05-07 00:00:00,Network Operations,Security Alert,Email,Mumbai,Medium,Closed,Agent_05,19.3,24,0,4,Software Bug,Low,14,57,High,0.68
1278,2025-07-07 00:00:00,Cybersecurity,Application Error,Phone,Gurugram,Medium,In Progress,Agent_02,10.4,24,0,4,Configuration,Medium,8,48.4,Medium,0.64
1279,2026-05-26 00:00:00,Network Operations,Email Issue,Portal,Bhopal,Low,Resolved,Agent_05,11.4,48,0,4,Software Bug,High,19,43.3,Medium,0.62
1280,2026-03-20 00:00:00,Network Operations,VPN Access,Phone,Indore,Critical,Escalated,Agent_07,1.8,4,0,5,Security Policy,High,81,100,Critical,0.99
1281,2025-12-08 00:00:00,HR,VPN Access,Phone,Bengaluru,Medium,Resolved,Agent_11,4.6,24,0,4,Network Congestion,Medium,6,47.2,Medium,0.73
1282,2025-11-28 00:00:00,Finance,Cloud Access,Email,Bhopal,Low,Escalated,Agent_08,16.3,48,0,4,Network Congestion,High,21,42.3,Medium,0.7
1283,2025-09-23 00:00:00,Cybersecurity,Email Issue,Phone,Mumbai,Low,Resolved,Agent_15,3.7,48,0,5,Unknown,Medium,25,23.6,Low,0.91
1284,2025-11-24 00:00:00,IT Support,Password Reset,Teams,Bengaluru,Medium,Resolved,Agent_15,11.8,24,0,3,User Error,Medium,11,45,Medium,0.69
1285,2025-10-20 00:00:00,IT Support,Password Reset,Phone,Bengaluru,Medium,Closed,Agent_08,3.8,24,0,4,User Error,Low,7,41.5,Medium,0.74
1286,2025-08-05 00:00:00,IT Support,Network Connectivity,Phone,Delhi,Medium,In Progress,Agent_13,31.7,24,1,4,Hardware,Low,4,36.3,Medium,0.76
1287,2026-04-11 00:00:00,Network Operations,VPN Access,Phone,Delhi,High,Closed,Agent_06,1,8,0,4,Network Congestion,Medium,32,81.9,Critical,0.94
1288,2026-01-04 00:00:00,Finance,Hardware Failure,Phone,Bengaluru,Low,Resolved,Agent_12,5.8,48,0,5,Access Control,Medium,16,28.6,Low,0.8
1289,2025-09-20 00:00:00,Engineering,Wi-Fi Issue,Email,Pune,Medium,Escalated,Agent_01,6.2,24,0,4,Hardware,High,7,72.5,High,0.84
1290,2025-07-02 00:00:00,HR,Application Error,Portal,Pune,Medium,Resolved,Agent_12,20.2,24,0,5,Security Policy,High,13,54.7,Medium,0.7
1291,2026-04-29 00:00:00,HR,Security Alert,Email,Indore,Critical,Closed,Agent_05,1.4,4,0,4,Unknown,High,44,100,Critical,0.99
1292,2026-01-13 00:00:00,Cybersecurity,Wi-Fi Issue,Phone,Mumbai,Medium,Resolved,Agent_10,9.5,24,0,4,Security Policy,Medium,19,44.1,Medium,0.69
1293,2025-07-11 00:00:00,Finance,Endpoint Performance,Portal,Bhopal,Medium,Escalated,Agent_14,9.5,24,0,5,User Error,Medium,11,42.7,Medium,0.7
1294,2026-02-19 00:00:00,Engineering,Application Error,Phone,Pune,Low,Resolved,Agent_15,6.9,48,0,4,Hardware,Medium,6,29,Low,0.78
1295,2026-01-11 00:00:00,Cybersecurity,Hardware Failure,Phone,Gurugram,Medium,Resolved,Agent_08,3.2,24,0,4,Network Congestion,Medium,5,57.9,High,0.79
1296,2025-10-27 00:00:00,Finance,VPN Access,Email,Bengaluru,Low,Resolved,Agent_02,1.6,48,0,4,Configuration,High,12,43.6,Medium,0.72
1297,2025-07-20 00:00:00,Finance,Hardware Failure,Email,Bengaluru,Medium,Resolved,Agent_05,8.5,24,0,4,Hardware,Low,3,31.9,Low,0.83
1298,2026-03-18 00:00:00,Finance,Security Alert,Portal,Bhopal,High,Resolved,Agent_07,1,8,0,4,User Error,High,12,85.6,Critical,0.99
1299,2026-04-19 00:00:00,HR,Endpoint Performance,Email,Bengaluru,High,Resolved,Agent_07,4.8,8,0,5,Security Policy,High,32,94.5,Critical,0.99
1300,2026-03-13 00:00:00,Network Operations,Application Error,Phone,Pune,Medium,Resolved,Agent_07,7.6,24,0,3,Access Control,High,15,62.4,High,0.82
1301,2026-02-07 00:00:00,Cybersecurity,Cloud Access,Portal,Pune,Low,In Progress,Agent_05,15.9,48,0,4,Network Congestion,Low,29,17.1,Low,0.99
1302,2026-02-11 00:00:00,Finance,VPN Access,Teams,Gurugram,Medium,Closed,Agent_03,6,24,0,4,Unknown,Low,16,37.3,Medium,0.76
1303,2025-08-22 00:00:00,Sales,Security Alert,Teams,Pune,Medium,Closed,Agent_08,18.7,24,0,5,Configuration,Medium,9,63.1,High,0.78
1304,2026-06-20 00:00:00,IT Support,Wi-Fi Issue,Teams,Bhopal,High,In Progress,Agent_04,1.8,8,0,4,Access Control,Medium,37,68.2,High,0.86
1305,2026-06-07 00:00:00,Finance,Password Reset,Email,Delhi,High,Resolved,Agent_01,2.9,8,0,4,Unknown,Medium,32,72.9,High,0.89
1306,2026-06-29 00:00:00,Engineering,Wi-Fi Issue,Email,Bhopal,Low,Escalated,Agent_06,5.1,48,0,4,User Error,Low,7,20.4,Low,0.99
1307,2026-04-06 00:00:00,Engineering,Endpoint Performance,Phone,Delhi,Low,Escalated,Agent_11,5.9,48,0,4,Configuration,High,10,32.8,Low,0.88
1308,2025-09-19 00:00:00,Cybersecurity,Email Issue,Teams,Indore,Medium,Escalated,Agent_14,4.1,24,0,4,Hardware,High,5,52.3,Medium,0.68
1309,2026-01-18 00:00:00,Finance,Endpoint Performance,Email,Delhi,Medium,Escalated,Agent_02,10.2,24,0,4,User Error,Low,11,44.8,Medium,0.68
1310,2025-12-05 00:00:00,Cybersecurity,Network Connectivity,Email,Gurugram,Low,Resolved,Agent_08,12.1,48,0,4,Configuration,Low,9,22.9,Low,0.92
1311,2025-10-28 00:00:00,Engineering,Wi-Fi Issue,Teams,Bhopal,High,Resolved,Agent_03,3.2,8,0,4,Software Bug,Medium,31,79.2,Critical,0.94
1312,2025-08-28 00:00:00,Finance,Wi-Fi Issue,Teams,Delhi,Medium,Resolved,Agent_03,6.5,24,0,3,Configuration,Medium,6,49.3,Medium,0.65
1313,2026-01-31 00:00:00,Cybersecurity,Password Reset,Portal,Indore,Medium,Escalated,Agent_04,7.4,24,0,4,Unknown,High,3,62.8,High,0.73
1314,2025-11-05 00:00:00,Finance,Hardware Failure,Phone,Mumbai,Low,In Progress,Agent_06,18.4,48,0,4,Network Congestion,Medium,8,19.8,Low,0.91
1315,2026-02-09 00:00:00,Operations,Application Error,Email,Bengaluru,Medium,Closed,Agent_01,12.1,24,0,4,Network Congestion,Low,11,41.3,Medium,0.74
1316,2026-01-25 00:00:00,Network Operations,Hardware Failure,Teams,Bhopal,Medium,Resolved,Agent_11,5.1,24,0,5,Unknown,High,6,60.8,High,0.74
1317,2025-10-23 00:00:00,Sales,Network Connectivity,Portal,Bengaluru,Critical,Closed,Agent_03,1,4,0,3,Access Control,Medium,28,98.4,Critical,0.99
1318,2026-01-25 00:00:00,HR,Wi-Fi Issue,Phone,Mumbai,Medium,In Progress,Agent_03,2,24,0,5,Hardware,Low,9,46.7,Medium,0.58
1319,2025-07-14 00:00:00,Sales,Security Alert,Teams,Mumbai,Critical,Resolved,Agent_15,1,4,0,3,Security Policy,Medium,71,100,Critical,0.99
1320,2025-07-09 00:00:00,Engineering,VPN Access,Teams,Bengaluru,High,Resolved,Agent_15,1.5,8,0,5,Network Congestion,High,36,85.2,Critical,0.98
1321,2025-08-09 00:00:00,Sales,Password Reset,Phone,Gurugram,Medium,Closed,Agent_01,7.7,24,0,4,Configuration,Low,2,36.7,Medium,0.84
1322,2026-02-22 00:00:00,HR,Password Reset,Email,Mumbai,Low,Escalated,Agent_06,2.4,48,0,4,Software Bug,Medium,9,31.5,Low,0.86
1323,2026-04-07 00:00:00,Network Operations,Email Issue,Portal,Mumbai,High,Closed,Agent_10,2.2,8,0,4,Network Congestion,Low,17,57.5,High,0.71
1324,2026-06-24 00:00:00,IT Support,VPN Access,Email,Bengaluru,High,In Progress,Agent_15,6.1,8,0,5,Hardware,High,9,76.4,Critical,0.92
1325,2026-01-17 00:00:00,Network Operations,Security Alert,Teams,Bengaluru,Medium,Escalated,Agent_09,9.9,24,0,4,Software Bug,High,6,80.6,Critical,0.93
1326,2026-03-03 00:00:00,Finance,Email Issue,Teams,Bengaluru,Medium,Resolved,Agent_12,6.2,24,0,4,Hardware,Low,60,53.3,Medium,0.74
1327,2026-04-04 00:00:00,HR,Application Error,Email,Gurugram,Low,Escalated,Agent_04,18.6,48,0,4,Configuration,Low,32,15,Low,0.98
